battery_no,cycle_idx,residual,soc_est,tau,innovation,abs_innov,innov_abs_ema,norm_innov,norm_innov_ema,abs_dOCV_dSOC,abs_dOCV_dSOC_ema,throughput_frac,soc_gate_alpha_ema,v_resid_abs_mean_so_far,inv_abs_dOCV_dSOC_mean_so_far,norm_innov_mean_so_far,qnom_start_frac
2,3,-0.287354825884993,0.997272181256894,0.704545454545455,-0.368015928939053,0.368015928939053,0.165968355839568,10.3311631833447,8.68830502651352,14.1670013906948,5.90544980778677,1.29697167473089,0.795913077987143,0.104793549617861,3125004.16287612,10.6324203730728,0.00012916162865618
2,3,-0.265291687508095,0.997523092466773,0.727272727272727,-0.355383883702526,0.355383883702526,0.175439132232716,9.51862178972926,8.72982086467431,14.1670013906948,6.31852738693217,1.33342857078421,0.806117424087786,0.109306238652626,3030307.06917037,10.5986689008502,0.00012916162865618
2,3,-0.243267842965741,0.997813297511196,0.75,-0.327315403928624,0.327315403928624,0.183032945817511,8.4521157245169,8.71593560766644,14.1670013906948,6.7109510871203,1.36994382550205,0.815811552883397,0.113612972248859,2941180.39274144,10.5355349838993,0.00012916162865618
2,3,-0.221204145572784,0.998063649705015,0.772727272727273,-0.298149142696968,0.298149142696968,0.188788755661484,7.48399463675359,8.65433855912079,14.1670013906948,7.08375360229902,1.40662677599081,0.825020975239227,0.117902464417675,2857146.6692513,10.448348116838,0.00012916162865618
2,3,-0.198586048576554,0.997759602295563,0.795454545454545,-0.361169939169759,0.361169939169759,0.197407814836898,8.71887268267448,8.65756526529848,14.1670013906948,7.43791599171881,1.44358040457144,0.833769926477266,0.121699296776366,2777781.48595506,10.4003071325556,0.00012916162865618
2,3,-0.176201349270054,0.997688952575839,0.818181818181818,-0.391728415994278,0.391728415994278,0.207123844894767,9.06429863187591,8.67790193362735,14.1670013906948,7.77437026166761,1.48089847656085,0.842081430153402,0.125270583590662,2702706.31256672,10.3641987946994,0.00012916162865618
2,3,-0.154151183876688,0.99795283676925,0.840909090909091,-0.35872035333877,0.35872035333877,0.214703670316967,8.03230409952442,8.6456220419222,14.1670013906948,8.09400181811897,1.51866303510799,0.849977358645732,0.128702844783959,2631582.46409356,10.3028331448264,0.00012916162865618
2,3,-0.132175371116118,0.998291073595457,0.863636363636364,-0.304197172591585,0.304197172591585,0.219178345430698,6.66191248010008,8.54643656383109,14.1670013906948,8.39765179674776,1.5569423313404,0.857478490713446,0.132199065713008,2564105.99246517,10.2094762047052,0.00012916162865618
2,3,-0.109952793406657,0.998382545472773,0.886363636363636,-0.29156967403721,0.29156967403721,0.222797911861023,6.26205448938171,8.43221746010862,14.1670013906948,8.68611927644511,1.59578925022594,0.864604566177773,0.135326464931931,2500003.34441821,10.1107906618221,0.00012916162865618
2,3,-0.0876769319053132,0.998420733558206,0.909090909090909,-0.28808862400321,0.28808862400321,0.226062447468133,6.0750807926125,8.31436062673382,14.1670013906948,8.9601633821576,1.63524027263853,0.871374337868885,0.138217244416737,2439027.65481256,10.0123587137926,0.00012916162865618
2,3,-0.0653350774525713,0.998392928692241,0.931818181818182,-0.297245355110378,0.297245355110378,0.229621592850245,6.15150936551152,8.2062180636727,14.1670013906948,9.22050528258446,1.67531499299051,0.877805620975441,0.140766229235841,2380955.56947384,9.92043372930974,0.00012916162865618
2,3,-0.0431641540545117,0.998536054880958,0.954545454545455,-0.273118539525035,0.273118539525035,0.231796440183984,5.56672207500944,8.07424326423954,14.1670013906948,9.46783008798997,1.71601619035505,0.883915339926669,0.142881444632363,2325584.51136018,9.8191846210702,0.00012916162865618
2,3,-0.0208896950459192,0.998575645459142,0.977272727272727,-0.267861547383255,0.267861547383255,0.233599695543948,5.38259603954882,7.939660903005,14.1670013906948,9.70278865312521,1.75733043014843,0.889719572930335,0.144183541958772,2272730.31952442,9.71835306239926,0.00012916162865618
2,3,0,1,1,-0.0125270833937092,0.0125270833937092,0.222546064936436,0.251845888576754,7.55527015228359,14.1670013906948,9.92599929000369,1.79922915403708,0.845233594283818,0.141336909367507,2222225.20288136,9.50798623631432,0.00012916162865618
4,2,0.0181818181818182,0,0,0,0,0,0,0,0,0,0,0,0.730695228904631,100000000,0,0.000277777777777778
4,2,0.00752552763066352,0.0329703401379315,0.0227272727272727,0.177403376108828,0.177403376108828,0.00887016880544138,27.5509753101892,1.37754876550946,15.6075852376875,0.780379261884377,0.0191879228757168,0.05,0.382118954005897,50000000.0320357,13.7754876550946,0.000277777777777778
4,2,0.00946140363622741,0.0533485137191445,0.0454545454545454,0.00681991985533026,0.00681991985533026,0.00876765635793583,1.05907794716682,1.36162522459233,4.08384395065173,0.945552496322745,0.0385300150279265,0.0475,0.257040592556686,33333333.4363129,9.53668441911867,0.000277777777777778
4,2,0.0106654824064929,0.0744584845356559,0.0681818181818182,-0.0238660944914297,0.0238660944914297,0.00952257826461052,3.68283182422502,1.47768555457396,2.58686745497994,1.0276182442556,0.0580255627858177,0.0512907263442115,0.193593854346077,25000000.1738767,8.07322127039525,0.000277777777777778
4,2,0.0106458037375859,0.0967922127913397,0.0909090909090909,-0.0145613551508346,0.0145613551508346,0.00977451710892172,2.24246087159195,1.51592432042486,1.22523199805927,1.03749893194579,0.0776722132370062,0.048726190027001,0.158055070784379,20000000.3023357,6.90706919063459,0.000277777777777778
