test_group,battery_no,cycle_idx,qnom_start_frac,qnom_was_clamped,rmse_ekf,rmse_gpr,rmse_bayes,delta_gpr_vs_ekf,delta_bayes_vs_ekf,delta_bayes_vs_gpr,rmse_ekf_late,rmse_gpr_late,rmse_bayes_late,delta_gpr_vs_ekf_late,delta_bayes_vs_ekf_late,delta_bayes_vs_gpr_late,mean_abs_residual_pred,mean_alpha_bayes,mean_sigma_ekf,mean_sigma_gpr,mean_gpr_scale_eff,mem_ekf_bad_in,mem_gpr_bad_in,rmse_v,is_bayes_improved_vs_ekf,is_bayes_better_than_gpr,is_bayes_worse_vs_ekf,is_bayes_worse_than_gpr,is_selected_cycle
secondary,103,1,1,1,0.0325005045822994,0.0408704347430239,0.0366935017457995,0.00836993016072451,0.00419299716350011,-0.00417693299722439,NaN,NaN,NaN,NaN,NaN,NaN,0.0210693517121245,0.832925316482332,0.0145659628459619,0.00580192155182797,1.83482294216294,0.55,0.2,0.106760064393965,0,1,1,0,1
secondary,103,2,0.97,1,0.0288550006489083,0.0312151754593424,0.0268350551063609,0.00236017481043411,-0.00201994554254746,-0.00438012035298157,NaN,NaN,NaN,NaN,NaN,NaN,0.0207737710695291,0.802235308583582,0.012306328508052,0.00586331710662838,1.86191291661535,0.502437002101464,0.277435085375665,0.11050172940231,1,1,0,0,1
secondary,103,3,0.94,1,0.0131647552690339,0.0173575915058574,0.014508884893801,0.00419283623682347,0.0013441296247671,-0.00284870661205638,NaN,NaN,NaN,NaN,NaN,NaN,0.0231847209299022,0.812000010648808,0.0134971917027505,0.00589642516084457,1.86120128825982,0.4534057871808,0.33850050782642,0.117345851066742,0,1,1,0,1
secondary,104,1,1,1,0.0302742088263961,0.0389395214107725,0.0349607945441966,0.00866531258437641,0.00468658571780044,-0.00397872686657597,NaN,NaN,NaN,NaN,NaN,NaN,0.0217586386771064,0.849832263100322,0.015463246710768,0.00578579225425169,1.82560158727208,0.55,0.2,0.108901906938776,0,1,1,0,1
secondary,104,2,0.97,1,0.0125767341560608,0.0251962860436518,0.0208014627573049,0.012619551887591,0.00822472860124409,-0.00439482328634691,NaN,NaN,NaN,NaN,NaN,NaN,0.0222421393560786,0.815583642541323,0.0131867604723996,0.00587646568503242,1.85590060733659,0.508954545653117,0.277724358091219,0.102804718512256,0,1,1,0,1
secondary,104,3,0.94,1,0.0108250677587171,0.020522882154581,0.0161203114747597,0.00969781439586395,0.00529524371604264,-0.0044025706798213,NaN,NaN,NaN,NaN,NaN,NaN,0.0214563742052602,0.779008892347249,0.0126346933219871,0.00641689676163184,1.89285299616051,0.464686755154553,0.339491760134593,0.105270747928894,0,1,1,0,1
secondary,105,1,1,1,0.0317079208212316,0.0402717333109273,0.0354566465126611,0.00856381248969575,0.00374872569142955,-0.0048150867982662,NaN,NaN,NaN,NaN,NaN,NaN,0.0206464123067794,0.805698150324518,0.0132811545905806,0.00586103277082921,1.84726289948886,0.55,0.2,0.114280162409987,0,1,1,0,1
secondary,105,2,0.97,1,0.0237102651151725,0.0292752285043313,0.0247478545454888,0.00556496338915883,0.00103758943031636,-0.00452737395884246,NaN,NaN,NaN,NaN,NaN,NaN,0.0207363954945611,0.832502825602469,0.0144613649995741,0.0058706365353615,1.84567978533266,0.493986697490208,0.277863449534113,0.117171043723136,0,1,1,0,1
secondary,105,3,0.94,1,0.0114723664914454,0.0190299901835781,0.0152604075098845,0.00755762369213262,0.00378804101843905,-0.00376958267369357,NaN,NaN,NaN,NaN,NaN,NaN,0.0225799731504579,0.806485339777634,0.0132366258409587,0.00593247715719229,1.86537884949273,0.460874337224953,0.340535831715865,0.107858808391857,0,1,1,0,1
secondary,106,1,1,1,0.0271903524493603,0.0355490636338522,0.0311743661877496,0.00835871118449193,0.00398401373838931,-0.00437469744610262,NaN,NaN,NaN,NaN,NaN,NaN,0.0212190183500147,0.81978286733784,0.0142880359433408,0.00581874192372964,1.83731891669561,0.55,0.2,0.109507958295664,0,1,1,0,1
secondary,106,2,0.97,1,0.0146944688679467,0.0244034831311047,0.0195907058305496,0.00970901426315801,0.00489623696260288,-0.00481277730055513,NaN,NaN,NaN,NaN,NaN,NaN,0.0218735183714122,0.795837838699067,0.0140389457226954,0.00632073472901935,1.87197152773092,0.500023095857781,0.277685310084611,0.109170570856917,0,1,1,0,1
secondary,106,3,0.94,1,0.0162981073754397,0.0223019896349544,0.0204308597847346,0.00600388225951474,0.00413275240929499,-0.00187112985021975,NaN,NaN,NaN,NaN,NaN,NaN,0.0214413277921165,0.801859481662976,0.0126141499569206,0.00592145407132522,1.87003466451863,0.4633069464494,0.349350497503948,0.114342204937275,0,1,1,0,1
secondary,107,1,1,1,0.0231429421257026,0.0325831874918559,0.0281580555988434,0.00944024536615326,0.00501511347314074,-0.00442513189301252,NaN,NaN,NaN,NaN,NaN,NaN,0.0213194794986012,0.82941312683096,0.0144308585270829,0.00582329306143068,1.8365895171997,0.55,0.2,0.111050114703794,0,1,1,0,1
secondary,107,2,0.97,1,0.015598173240003,0.0245595963311268,0.020545324850276,0.0089614230911238,0.00494715161027299,-0.00401427148085081,NaN,NaN,NaN,NaN,NaN,NaN,0.0200292076394748,0.830283103699402,0.0137744801223973,0.00587649786456932,1.85187700365108,0.501917486768015,0.27796905752948,0.110817178155026,0,1,1,0,1
secondary,107,3,0.94,1,0.0227456962405185,0.0249547433601852,0.0249048772870835,0.00220904711966663,0.00215918104656498,-4.98660731016488e-05,NaN,NaN,NaN,NaN,NaN,NaN,0.0224264271912059,0.775035208938017,0.0129656565313202,0.00636526029165916,1.88742389028427,0.463367907320394,0.340465675682135,0.114054645329269,0,1,1,0,1
secondary,108,1,1,1,0.0257519810431338,0.0362904256292096,0.0311591177900347,0.0105384445860758,0.00540713674690096,-0.00513130783917486,NaN,NaN,NaN,NaN,NaN,NaN,0.0206065487223291,0.789069000892432,0.0138713411229515,0.0062829978581865,1.8633708102381,0.55,0.2,0.110247967496144,0,1,1,0,1
secondary,108,2,0.97,1,0.0129176443976409,0.0256576761544025,0.0215588634856697,0.0127400317567616,0.0086412190880288,-0.00409881266873277,NaN,NaN,NaN,NaN,NaN,NaN,0.0220418206335043,0.807393920239916,0.013122832689564,0.00587645369231651,1.8579402961318,0.498520434913198,0.286990049512639,0.107141499372105,0,1,1,0,1
