test_group,battery_no,cycle_idx,qnom_start_frac,qnom_was_clamped,rmse_ekf,rmse_gpr,rmse_bayes,delta_gpr_vs_ekf,delta_bayes_vs_ekf,delta_bayes_vs_gpr,rmse_ekf_late,rmse_gpr_late,rmse_bayes_late,delta_gpr_vs_ekf_late,delta_bayes_vs_ekf_late,delta_bayes_vs_gpr_late,mean_abs_residual_pred,mean_alpha_bayes,mean_sigma_ekf,mean_sigma_gpr,mean_gpr_scale_eff,mem_ekf_bad_in,mem_gpr_bad_in,rmse_v,is_bayes_improved_vs_ekf,is_bayes_better_than_gpr,is_bayes_worse_vs_ekf,is_bayes_worse_than_gpr,is_selected_cycle
secondary,123,1,1,1,0.0228351072711709,0.0412144261341061,0.0356478839071893,0.0183793188629353,0.0128127766360184,-0.00556654222691686,NaN,NaN,NaN,NaN,NaN,NaN,0.0218560479919077,0.770892409339347,0.0133511943572201,0.00627204838679441,1.86634776394155,0.55,0.2,0.10845386887089,0,1,1,0,1
secondary,123,2,0.97,1,0.0126238233209197,0.032085807609118,0.0275527520089973,0.0194619842881983,0.0149289286880776,-0.00453305560012073,NaN,NaN,NaN,NaN,NaN,NaN,0.0219239945141118,0.813004686008692,0.0134394448208371,0.00587700022035298,1.85506030895568,0.494961348479641,0.286089144113494,0.11685422555519,0,1,1,0,1
secondary,123,3,0.94,1,0.0120756721835308,0.0302174044743654,0.0266513962494486,0.0181417322908345,0.0145757240659178,-0.00356600822491677,NaN,NaN,NaN,NaN,NaN,NaN,0.0206711736455295,0.804931726473644,0.013007092910291,0.00593348863933099,1.86690740609239,0.456255170675604,0.346693455288087,0.104462098525473,0,1,1,0,1
