test_group,battery_no,cycle_idx,qnom_start_frac,qnom_was_clamped,rmse_ekf,rmse_gpr,rmse_bayes,delta_gpr_vs_ekf,delta_bayes_vs_ekf,delta_bayes_vs_gpr,rmse_ekf_late,rmse_gpr_late,rmse_bayes_late,delta_gpr_vs_ekf_late,delta_bayes_vs_ekf_late,delta_bayes_vs_gpr_late,mean_abs_residual_pred,mean_alpha_bayes,mean_sigma_ekf,mean_sigma_gpr,mean_gpr_scale_eff,mem_ekf_bad_in,mem_gpr_bad_in,rmse_v,is_bayes_improved_vs_ekf,is_bayes_better_than_gpr,is_bayes_worse_vs_ekf,is_bayes_worse_than_gpr,is_selected_cycle
secondary,107,1,1,1,0.0231429421257026,0.0325831874918559,0.0281580555988434,0.00944024536615326,0.00501511347314074,-0.00442513189301252,NaN,NaN,NaN,NaN,NaN,NaN,0.0213194794986012,0.82941312683096,0.0144308585270829,0.00582329306143068,1.8365895171997,0.55,0.2,0.111050114703794,0,1,1,0,1
secondary,107,2,0.97,1,0.015598173240003,0.0245595963311268,0.020545324850276,0.0089614230911238,0.00494715161027299,-0.00401427148085081,NaN,NaN,NaN,NaN,NaN,NaN,0.0200292076394748,0.830283103699402,0.0137744801223973,0.00587649786456932,1.85187700365108,0.501917486768015,0.27796905752948,0.110817178155026,0,1,1,0,1
secondary,107,3,0.94,1,0.0227456962405185,0.0249547433601852,0.0249048772870835,0.00220904711966663,0.00215918104656498,-4.98660731016488e-05,NaN,NaN,NaN,NaN,NaN,NaN,0.0224264271912059,0.775035208938017,0.0129656565313202,0.00636526029165916,1.88742389028427,0.463367907320394,0.340465675682135,0.114054645329269,0,1,1,0,1
