test_group,battery_no,cycle_idx,qnom_start_frac,qnom_was_clamped,rmse_ekf,rmse_gpr,rmse_bayes,delta_gpr_vs_ekf,delta_bayes_vs_ekf,delta_bayes_vs_gpr,rmse_ekf_late,rmse_gpr_late,rmse_bayes_late,delta_gpr_vs_ekf_late,delta_bayes_vs_ekf_late,delta_bayes_vs_gpr_late,mean_abs_residual_pred,mean_alpha_bayes,mean_sigma_ekf,mean_sigma_gpr,mean_gpr_scale_eff,mem_ekf_bad_in,mem_gpr_bad_in,rmse_v,is_bayes_improved_vs_ekf,is_bayes_better_than_gpr,is_bayes_worse_vs_ekf,is_bayes_worse_than_gpr,is_selected_cycle
secondary,104,1,1,1,0.0302742088263961,0.0389395214107725,0.0349607945441966,0.00866531258437641,0.00468658571780044,-0.00397872686657597,NaN,NaN,NaN,NaN,NaN,NaN,0.0217586386771064,0.849832263100322,0.015463246710768,0.00578579225425169,1.82560158727208,0.55,0.2,0.108901906938776,0,1,1,0,1
secondary,104,2,0.97,1,0.0125767341560608,0.0251962860436518,0.0208014627573049,0.012619551887591,0.00822472860124409,-0.00439482328634691,NaN,NaN,NaN,NaN,NaN,NaN,0.0222421393560786,0.815583642541323,0.0131867604723996,0.00587646568503242,1.85590060733659,0.508954545653117,0.277724358091219,0.102804718512256,0,1,1,0,1
secondary,104,3,0.94,1,0.0108250677587171,0.020522882154581,0.0161203114747597,0.00969781439586395,0.00529524371604264,-0.0044025706798213,NaN,NaN,NaN,NaN,NaN,NaN,0.0214563742052602,0.779008892347249,0.0126346933219871,0.00641689676163184,1.89285299616051,0.464686755154553,0.339491760134593,0.105270747928894,0,1,1,0,1
