test_group,battery_no,cycle_idx,qnom_start_frac,qnom_was_clamped,rmse_ekf,rmse_gpr,rmse_bayes,delta_gpr_vs_ekf,delta_bayes_vs_ekf,delta_bayes_vs_gpr,rmse_ekf_late,rmse_gpr_late,rmse_bayes_late,delta_gpr_vs_ekf_late,delta_bayes_vs_ekf_late,delta_bayes_vs_gpr_late,mean_abs_residual_pred,mean_alpha_bayes,mean_sigma_ekf,mean_sigma_gpr,mean_gpr_scale_eff,mem_ekf_bad_in,mem_gpr_bad_in,rmse_v,is_bayes_improved_vs_ekf,is_bayes_better_than_gpr,is_bayes_worse_vs_ekf,is_bayes_worse_than_gpr,is_selected_cycle
secondary,117,1,1,1,0.0327930343191209,0.0409154821959317,0.0366451041616093,0.00812244787681073,0.00385206984248839,-0.00427037803432234,NaN,NaN,NaN,NaN,NaN,NaN,0.0184723037997758,0.790280343206879,0.0136442581112547,0.00626264961308068,1.86428353558122,0.55,0.2,0.120086185128901,0,1,1,0,1
secondary,117,2,0.97,1,0.0139064659823278,0.0306842325288585,0.0267833458340198,0.0167777665465307,0.012876879851692,-0.00390088669483871,NaN,NaN,NaN,NaN,NaN,NaN,0.020967647384929,0.821771044533171,0.0136614882383973,0.00585806019140876,1.8525298239796,0.496942413073289,0.286574431080072,0.112679707208197,0,1,1,0,1
secondary,117,3,0.94,1,0.0147126681395263,0.027068363552808,0.0248830382975242,0.0123556954132817,0.0101703701579979,-0.00218532525528378,NaN,NaN,NaN,NaN,NaN,NaN,0.0222545868625055,0.819632471631549,0.0134934667643982,0.0059149187532482,1.86214619354799,0.459017961360923,0.346759657699675,0.110266883528633,0,1,1,0,1
