test_group,battery_no,cycle_idx,qnom_start_frac,qnom_was_clamped,rmse_ekf,rmse_gpr,rmse_bayes,delta_gpr_vs_ekf,delta_bayes_vs_ekf,delta_bayes_vs_gpr,rmse_ekf_late,rmse_gpr_late,rmse_bayes_late,delta_gpr_vs_ekf_late,delta_bayes_vs_ekf_late,delta_bayes_vs_gpr_late,mean_abs_residual_pred,mean_alpha_bayes,mean_sigma_ekf,mean_sigma_gpr,mean_gpr_scale_eff,mem_ekf_bad_in,mem_gpr_bad_in,rmse_v,is_bayes_improved_vs_ekf,is_bayes_better_than_gpr,is_bayes_worse_vs_ekf,is_bayes_worse_than_gpr,is_selected_cycle
secondary,91,1,1,1,0.0349311339714314,0.0419635509780935,0.0374152719107479,0.00703241700666212,0.00248413793931655,-0.00454827906734558,NaN,NaN,NaN,NaN,NaN,NaN,0.0219896328143039,0.813695606055341,0.0139474755927684,0.00582540200794955,1.83987429219532,0.55,0.2,0.109827477221822,0,1,1,0,1
secondary,91,2,0.97,1,0.0275106742283261,0.0282921368778271,0.0233597857991925,0.000781462649501002,-0.00415088842913352,-0.00493235107863452,NaN,NaN,NaN,NaN,NaN,NaN,0.0222165435118295,0.81490722639211,0.0136116715861628,0.00589969585762525,1.85389167561233,0.498006591737282,0.277244429019321,0.111568216492829,1,1,0,0,1
secondary,91,3,0.94,1,0.0149264268502317,0.0130377752635032,0.00855146142473369,-0.00188865158672855,-0.00637496542549801,-0.00448631383876946,NaN,NaN,NaN,NaN,NaN,NaN,0.0222628862635381,0.788670735857495,0.0133038611955731,0.00635871730781409,1.88561355888905,0.458085750808206,0.339986619480155,0.109044942401066,1,1,0,0,1
