test_group,battery_no,cycle_idx,qnom_start_frac,qnom_was_clamped,rmse_ekf,rmse_gpr,rmse_bayes,delta_gpr_vs_ekf,delta_bayes_vs_ekf,delta_bayes_vs_gpr,rmse_ekf_late,rmse_gpr_late,rmse_bayes_late,delta_gpr_vs_ekf_late,delta_bayes_vs_ekf_late,delta_bayes_vs_gpr_late,mean_abs_residual_pred,mean_alpha_bayes,mean_sigma_ekf,mean_sigma_gpr,mean_gpr_scale_eff,mem_ekf_bad_in,mem_gpr_bad_in,rmse_v,is_bayes_improved_vs_ekf,is_bayes_better_than_gpr,is_bayes_worse_vs_ekf,is_bayes_worse_than_gpr,is_selected_cycle
secondary,122,1,1,1,0.0241478950150152,0.037470967902797,0.0330490724192916,0.0133230728877818,0.00890117740427635,-0.00442189548350547,NaN,NaN,NaN,NaN,NaN,NaN,0.0208152460078058,0.827420818365609,0.0147169356994404,0.00581969560364429,1.83293715499055,0.55,0.2,0.115848844538323,0,1,1,0,1
secondary,122,2,0.97,1,0.0106313357640389,0.0285041705303507,0.0245576518142058,0.0178728347663117,0.0139263160501668,-0.00394651871614489,NaN,NaN,NaN,NaN,NaN,NaN,0.0218354763260875,0.799119979721777,0.0125574913744799,0.00590706606102251,1.86340705528788,0.503528579285249,0.278244113799418,0.109970418178309,0,1,1,0,1
secondary,122,3,0.94,1,0.0214521407706134,0.0310112176558359,0.0299159640255534,0.00955907688522251,0.00846382325493993,-0.00109525363028258,NaN,NaN,NaN,NaN,NaN,NaN,0.0231029049946245,0.818880560664035,0.0133917425192108,0.0059157300255949,1.86229776912025,0.456862482555211,0.340556565518279,0.109692867318317,0,1,1,0,1
