test_group,battery_no,cycle_idx,qnom_start_frac,qnom_was_clamped,rmse_ekf,rmse_gpr,rmse_bayes,delta_gpr_vs_ekf,delta_bayes_vs_ekf,delta_bayes_vs_gpr,rmse_ekf_late,rmse_gpr_late,rmse_bayes_late,delta_gpr_vs_ekf_late,delta_bayes_vs_ekf_late,delta_bayes_vs_gpr_late,mean_abs_residual_pred,mean_alpha_bayes,mean_sigma_ekf,mean_sigma_gpr,mean_gpr_scale_eff,mem_ekf_bad_in,mem_gpr_bad_in,rmse_v,is_bayes_improved_vs_ekf,is_bayes_better_than_gpr,is_bayes_worse_vs_ekf,is_bayes_worse_than_gpr,is_selected_cycle
secondary,90,1,1,1,0.0403639004380827,0.0422122694377932,0.0381606485615159,0.00184836899971053,-0.00220325187656677,-0.00405162087627731,NaN,NaN,NaN,NaN,NaN,NaN,0.0202873826786087,0.774292716579572,0.0128736963261065,0.00630218555713094,1.87220600247898,0.55,0.2,0.11907417136183,1,1,0,0,1
secondary,90,2,0.97,1,0.0218605372477375,0.0270960085472805,0.0219198507335352,0.00523547129954295,5.93134857976504e-05,-0.0051761578137453,NaN,NaN,NaN,NaN,NaN,NaN,0.0212555552989414,0.793680000072649,0.0126130128941103,0.00591114735480389,1.86363478936004,0.491583869304765,0.286594697898909,0.108072047547377,0,1,1,0,1
secondary,90,3,0.94,1,0.0123516328846703,0.0161455412564484,0.0109763461755045,0.00379390837177811,-0.0013752867091658,-0.00516919508094391,NaN,NaN,NaN,NaN,NaN,NaN,0.0210682949063676,0.759943376944526,0.0122378141345631,0.00639716843223091,1.89490024911989,0.447151884505598,0.34697922833254,0.115481961583107,1,1,0,0,1
