scenario_name,battery_no,cycle_idx,phase,soh_proxy,qnom_was_clamped,init_soc_offset,i_noise_mult,v_noise_mult,current_bias_frac,rmse_ekf,rmse_gpr,delta_gpr_vs_ekf,res_energy_ekf,res_energy_gpr,late_peak_ekf,late_t_ekf,late_peak_gpr,late_t_gpr,mid_valley_ekf,mid_t_ekf,mid_valley_gpr,mid_t_gpr,rmse_v
baseline,59,2,MIDDLE,0.97,1,0,1,1,0,0.043747631365588,0.0465574030487184,0.00280977168313046,0.00192665766485182,0.0021427373092991,0.0515995860006859,0.727272727272727,0.0798857642254818,0.954545454545455,0.0206362453214301,0.159090909090909,-0.00936375467856987,0.159090909090909,0.110831171499227
baseline,59,3,LAST,0.94,1,0,1,1,0,0.0324584510964805,0.0320862221171926,-0.000372228979287959,0.00106897086030637,0.00102020603055564,0.0399218497581517,0.704545454545455,0.0555175201326196,0.954545454545455,0.0168886381123485,0.159090909090909,-0.0131113618876515,0.159090909090909,0.112163570877603
baseline,61,1,FIRST,1,1,0,1,1,0,0.0537121992943984,0.0552729347884843,0.00156073549408582,0.00289770301697634,0.00301661665308283,0.0648423748895156,0.704545454545455,0.0931353414390282,0.954545454545455,0.0222642980464716,0.159090909090909,-0.00773570195352843,0.159090909090909,0.10382188994275
baseline,61,2,MIDDLE,0.97,1,0,1,1,0,0.0343933941019147,0.0398510195091926,0.00545762540727782,0.00119761679620811,0.00158324124749151,0.0431436050492084,0.704545454545455,0.0631321742080386,0.954545454545455,0.017062693521399,0.159090909090909,-0.012937306478601,0.159090909090909,0.106674141187822
baseline,61,3,LAST,0.94,1,0,1,1,0,0.017912736746644,0.0241363803172623,0.0062236435706183,0.000324171298333329,0.000578518501255291,0.0166346810380288,0.704545454545455,0.0365400951502056,0.818181818181818,0.0138298093924767,0.159090909090909,-0.0161701906075233,0.159090909090909,0.113255195624521
baseline,63,1,FIRST,1,1,0,1,1,0,0.0609918018797384,0.0596375033704043,-0.0013542985093341,0.00372825351188378,0.0034989646932079,0.0771259557868322,0.977272727272727,0.104812403601175,0.977272727272727,0.0252733864804864,0.159090909090909,-0.00472661351951359,0.159090909090909,0.111945495108754
baseline,63,2,MIDDLE,0.97,1,0,1,1,0,0.0457496846382134,0.0456861224613332,-6.35621768802289e-05,0.00210210190628614,0.00204862901606637,0.0573227293591456,0.75,0.0822045597884834,0.977272727272727,0.0217396412224926,0.159090909090909,-0.00826035877750739,0.159090909090909,0.110030559832024
baseline,63,3,LAST,0.94,1,0,1,1,0,0.0234190338997357,0.0282688787863973,0.00484984488666161,0.000556963708509563,0.00080028281090487,0.0214202099148747,0.75,0.0460694528553891,0.954545454545455,0.014202095824695,0.159090909090909,-0.015797904175305,0.159090909090909,0.111092044716266
baseline,65,1,FIRST,1,1,0,1,1,0,0.0540165833418878,0.0550653197922429,0.00104873645035514,0.00292582975989186,0.00298537458914278,0.0690470034397449,0.977272727272727,0.0981796680375374,0.977272727272727,0.0193925981366899,0.159090909090909,-0.0106074018633101,0.159090909090909,0.107833194626318
baseline,65,2,MIDDLE,0.97,1,0,1,1,0,0.0423784589472251,0.0413897326307569,-0.000988726316468194,0.00181463458991144,0.00169229563007916,0.0474487150385144,0.704545454545455,0.0730573346196106,0.977272727272727,0.0247804793176169,0.159090909090909,-0.00521952068238307,0.159090909090909,0.109392594848993
baseline,65,3,LAST,0.94,1,0,1,1,0,0.0292049716823163,0.025721245501728,-0.00348372618058827,0.000868290498381039,0.000659054878151455,0.0320841062402833,0.704545454545455,0.0473394134567267,0.977272727272727,0.0216400789649576,0.159090909090909,-0.00835992103504238,0.159090909090909,0.116345838506
baseline,67,1,FIRST,1,1,0,1,1,0,0.0591704297537092,0.0549897513669045,-0.00418067838680471,0.00352310032087473,0.00297782158714909,0.0691192666548858,0.704545454545455,0.0974742822359448,0.977272727272727,0.0248614612957637,0.159090909090909,-0.00513853870423633,0.159090909090909,0.111138869675764
baseline,67,2,MIDDLE,0.97,1,0,1,1,0,0.0397250074040351,0.0400307734796551,0.000305766075619995,0.00158687332030637,0.00157070551588452,0.0474122745435022,0.931818181818182,0.0746290410992557,0.977272727272727,0.0279960143746698,0.159090909090909,-0.00200398562533025,0.159090909090909,0.109441976056965
baseline,67,3,LAST,0.94,1,0,1,1,0,0.0201901099994316,0.0225401357251987,0.00235002572576712,0.000412990402628717,0.000502919158137831,0.0175825405973188,0.704545454545455,0.0349566216681098,0.931818181818182,0.0198962975323388,0.159090909090909,-0.0101037024676612,0.159090909090909,0.113118103195071
baseline,69,1,FIRST,1,1,0,1,1,0,0.054352071512774,0.0555128532231815,0.00116078171040754,0.00296300377181319,0.00303597430510709,0.0676535127246138,0.977272727272727,0.0976535127246139,0.977272727272727,0.0312125560835728,0.159090909090909,0.00121255608357276,0.159090909090909,0.121105211437464
baseline,69,2,MIDDLE,0.97,1,0,1,1,0,0.0491341090899148,0.0438238111512111,-0.00531029793870377,0.00243137861808963,0.00188039101743479,0.0549987433804642,0.704545454545455,0.0810053508570352,0.977272727272727,0.0246634748305876,0.159090909090909,-0.00533652516941241,0.159090909090909,0.113721495064913
baseline,69,3,LAST,0.94,1,0,1,1,0,0.023406205160653,0.0253922890785144,0.00198608391786139,0.000556435451407662,0.000643211680087595,0.0223334798858732,0.704545454545455,0.0431561464648381,0.954545454545455,0.0170825225397472,0.159090909090909,-0.0129174774602528,0.159090909090909,0.110474266582173
baseline,71,1,FIRST,1,1,0,1,1,0,0.0549595896653159,0.0534881361456703,-0.00147145351964557,0.00302047847277042,0.00280064658827562,0.0750705063673041,0.977272727272727,0.0996795594554138,0.977272727272727,0.0257857814056981,0.159090909090909,-0.00421421859430191,0.159090909090909,0.120073703565779
baseline,71,2,MIDDLE,0.97,1,0,1,1,0,0.0320215955767046,0.0373440086041078,0.0053224130274032,0.0010331835391513,0.00137861809480653,0.03522506582459,0.954545454545455,0.06522506582459,0.954545454545455,0.0222306186145868,0.159090909090909,-0.00776938138541319,0.159090909090909,0.112661911516297
baseline,71,3,LAST,0.94,1,0,1,1,0,0.0209895141691319,0.021265713139283,0.000276198970151117,0.000446815777133157,0.000448469399496858,0.0175333281114975,0.704545454545455,0.0359761086625162,0.931818181818182,0.019205830982958,0.159090909090909,-0.010794169017042,0.159090909090909,0.11018651994442
baseline,73,1,FIRST,1,1,0,1,1,0,0.0443101928034464,0.0542853793253113,0.00997518652186491,0.00195994944653201,0.00291300840293148,0.0621535084420899,0.977272727272727,0.0921535084420899,0.977272727272727,0.0190614431405966,0.159090909090909,-0.0109385568594034,0.159090909090909,0.110356719285962
baseline,73,2,MIDDLE,0.97,1,0,1,1,0,0.0393576757763755,0.0423763305654814,0.00301865478910587,0.00155200737008738,0.00175998812719537,0.0506030104180661,0.977272727272727,0.0806030104180662,0.977272727272727,0.0268330353168004,0.159090909090909,-0.00316696468319963,0.159090909090909,0.106940233662299
baseline,73,3,LAST,0.94,1,0,1,1,0,0.0239445964663976,0.0236413250566386,-0.000303271409758974,0.000582444266466794,0.000554794183183954,0.0161185242494736,0.704545454545455,0.0389452183496071,0.977272727272727,0.0235353301316661,0.590909090909091,-0.00421403628250022,0.159090909090909,0.106171369359615
baseline,75,1,FIRST,1,1,0,1,1,0,0.0528610246739431,0.0521711990543089,-0.000689825619634224,0.00279036708700917,0.00265803450836693,0.0715252491077422,0.977272727272727,0.098785909193522,0.977272727272727,0.0291562667973548,0.159090909090909,-0.000843733202645247,0.159090909090909,0.117156901992272
baseline,75,2,MIDDLE,0.97,1,0,1,1,0,0.0307886470868646,0.0345473609267389,0.00375871383987428,0.000957797507711663,0.00118071865421503,0.0299698592642977,0.977272727272727,0.0599698592642978,0.977272727272727,0.0244997100516223,0.159090909090909,-0.00550028994837773,0.159090909090909,0.107382324453772
baseline,75,3,LAST,0.94,1,0,1,1,0,0.0224974652473649,0.0207478487164865,-0.00174961653087839,0.000513643623842391,0.00042290824869187,0.0149510790187596,0.704545454545455,0.0376154553882098,0.977272727272727,0.0222173384390968,0.159090909090909,-0.00778266156090321,0.159090909090909,0.0951881453860907
baseline,77,1,FIRST,1,1,0,1,1,0,0.0524025831749338,0.0535400579868952,0.00113747481196144,0.00273515217754398,0.00279625796583984,0.0747887212323672,0.977272727272727,0.102709334468331,0.977272727272727,0.0286518607003312,0.159090909090909,-0.00134813929966876,0.159090909090909,0.114922081825725
baseline,77,2,MIDDLE,0.97,1,0,1,1,0,0.0335602848079987,0.0369811965964208,0.0034209117884221,0.00113547784593288,0.00134929732412482,0.0351193653147021,0.931818181818182,0.0651193653147021,0.931818181818182,0.0262371005890857,0.159090909090909,-0.00376289941091432,0.159090909090909,0.109645419536091
baseline,77,3,LAST,0.94,1,0,1,1,0,0.0262400208167213,0.0240557838828197,-0.00218423693390158,0.000698225751232114,0.000566146201488569,0.0214694475908858,0.977272727272727,0.0514694475908858,0.977272727272727,0.0239018871306705,0.159090909090909,-0.00609811286932949,0.159090909090909,0.104927562782657
baseline,79,1,FIRST,1,1,0,1,1,0,0.0485091196231107,0.0525439217244978,0.00403480210138711,0.00234536083620005,0.00270362992936139,0.0671742862170922,0.977272727272727,0.0971742862170922,0.977272727272727,0.0294857295603669,0.159090909090909,-0.000514270439633091,0.159090909090909,0.113045605867141
baseline,79,2,MIDDLE,0.97,1,0,1,1,0,0.0339473018734766,0.0376251539180858,0.0036778520446092,0.00115883951441601,0.00139223198334423,0.0381001141569349,0.977272727272727,0.068100114156935,0.977272727272727,0.0272253829664384,0.159090909090909,-0.00277461703356163,0.159090909090909,0.113624325873788
baseline,79,3,LAST,0.94,1,0,1,1,0,0.0193958171286837,0.0227907741743736,0.00339495704568984,0.000380353824827801,0.00051149735705556,0.0154297969276511,0.75,0.0448396532798155,0.977272727272727,0.0182348721337668,0.590909090909091,-0.0111287682724533,0.159090909090909,0.111119355465803
baseline,81,1,FIRST,1,1,0,1,1,0,0.0493577825946029,0.0498062573361165,0.000448474741513605,0.00242972796028756,0.0024162422240357,0.069660099604044,0.977272727272727,0.0990177738816813,0.977272727272727,0.027594152585561,0.159090909090909,-0.00240584741443897,0.159090909090909,0.115897392206083
baseline,81,2,MIDDLE,0.97,1,0,1,1,0,0.0286402922657137,0.0325202159894597,0.00387992372374599,0.000825436074224101,0.00103796321663195,0.0302600684948335,0.977272727272727,0.0602600684948336,0.977272727272727,0.023716412448788,0.159090909090909,-0.00628358755121203,0.159090909090909,0.111033375723445
baseline,81,3,LAST,0.94,1,0,1,1,0,0.0171828636964911,0.0172376068316196,5.47431351285085e-05,0.00029810083012927,0.000287741522630771,0.00491734925543152,0.977272727272727,0.0349173492554316,0.977272727272727,0.0117597252630736,0.590909090909091,-0.0107809608453961,0.159090909090909,0.109358361781483
baseline,83,1,FIRST,1,1,0,1,1,0,0.037672220740576,0.0458969005974087,0.00822467985683271,0.00140968885274194,0.00206298152163391,0.0564931597883276,0.977272727272727,0.0864931597883276,0.977272727272727,0.025183747158441,0.159090909090909,-0.00481625284155901,0.159090909090909,0.108741856995446
baseline,83,2,MIDDLE,0.97,1,0,1,1,0,0.027597741505045,0.0318956172466277,0.00429787574158269,0.000765927102202874,0.000997741259138518,0.0314320748910563,0.977272727272727,0.0614320748910563,0.977272727272727,0.0229555717047789,0.159090909090909,-0.00704442829522109,0.159090909090909,0.117344092652376
baseline,83,3,LAST,0.94,1,0,1,1,0,0.0173489027529832,0.019148051233236,0.00179914848025274,0.000303367011804202,0.000354938900116623,0.0112945277204168,0.977272727272727,0.0412945277204169,0.977272727272727,0.0158265556242508,0.590909090909091,-0.00843702873883723,0.159090909090909,0.10441177204631
baseline,84,1,FIRST,1,1,0,1,1,0,0.0346085869072601,0.0346643200530782,5.57331458180751e-05,0.00119958439832974,0.00116355556995002,0.042000342866362,0.977272727272727,0.072000342866362,0.977272727272727,0.0285713840880366,0.159090909090909,-0.00142861591196342,0.159090909090909,0.109140115380515
baseline,84,2,MIDDLE,0.97,1,0,1,1,0,0.0239585946668725,0.0217906676395517,-0.00216792702732081,0.000579726969853071,0.000455968607986931,0.0225931535729254,0.977272727272727,0.0525931535729254,0.977272727272727,0.0206466619706224,0.590909090909091,-0.00352342066424682,0.159090909090909,0.111636718125639
baseline,84,3,LAST,0.94,1,0,1,1,0,0.0207333605176427,0.0146009073319288,-0.00613245318571388,0.000435885487949005,0.000204217456910078,-0.0138915656618378,0.977272727272727,0.0161084343381622,0.977272727272727,-0.0217602027367216,0.590909090909091,-0.0214202699956472,0.159090909090909,0.11312023309423
init_soc_plus5,1,1,FIRST,1,1,0.05,1,1,0,0.0453258168372112,0.0450333472553761,-0.000292469581835111,0.00202071638609792,0.00194758604385259,0.0816538262256911,0.977272727272727,0.103515810884333,0.977272727272727,0.0217769852638925,0.181818181818182,-0.00822301473610748,0.181818181818182,0.118973052723682
init_soc_plus5,1,2,MIDDLE,0.97,1,0.05,1,1,0,0.0176020739175776,0.0336980262873126,0.016095952369735,0.00029335275722459,0.0011169103236673,0.0389552755560812,0.977272727272727,0.0689552755560813,0.977272727272727,-0.00448761576012047,0.5,-0.0273644721181394,0.386363636363636,0.111490573375801
init_soc_plus5,1,3,LAST,0.94,1,0.05,1,1,0,0.0130288007647822,0.0294765683878688,0.0164477676230866,0.000161010570126994,0.000870572378638307,0.0218893682237759,0.954545454545455,0.0507327651260671,0.977272727272727,-0.0164278543107466,0.477272727272727,-0.0410554319507923,0.409090909090909,0.11101765862857
init_soc_plus5,3,1,FIRST,1,1,0.05,1,1,0,0.0433319321115008,0.0488850059938315,0.00555307388233071,0.00183320681044028,0.00230367558915919,0.0814143253780703,0.977272727272727,0.107995325960339,0.977272727272727,0.0157387355289552,0.204545454545455,-0.0142612644710448,0.204545454545455,0.118531238872952
init_soc_plus5,3,2,MIDDLE,0.97,1,0.05,1,1,0,0.0302495145630662,0.0390222591458879,0.00877274458282162,0.00088674860872834,0.00147114384210187,0.0639025122123783,0.954545454545455,0.0864868252335714,0.977272727272727,0.00519012546223302,0.454545454545455,-0.0247391443848066,0.386363636363636,0.106743013955306
init_soc_plus5,3,3,LAST,0.94,1,0.05,1,1,0,0.0121643085607222,0.0290629183951923,0.0168986098344701,0.000139758776500285,0.000851821749379131,0.0154832930661879,0.977272727272727,0.0454832930661879,0.977272727272727,-0.0171183160404313,0.454545454545455,-0.0428702324720566,0.363636363636364,0.119724363251016
init_soc_plus5,5,1,FIRST,1,1,0.05,1,1,0,0.0517795022814398,0.050176461049787,-0.00160304123165281,0.0026369179150392,0.00242738153151933,0.0943681556143104,0.954545454545455,0.11114860894514,0.977272727272727,0.01501098516878,0.159090909090909,-0.01498901483122,0.159090909090909,0.117258486445023
init_soc_plus5,5,2,MIDDLE,0.97,1,0.05,1,1,0,0.0337989798969352,0.0399707114250386,0.00617173152810342,0.00111065837076378,0.00154323144347269,0.0684466684111137,0.977272727272727,0.088432692051957,0.977272727272727,0.00852400048274182,0.386363636363636,-0.0214759995172582,0.386363636363636,0.112837730973752
init_soc_plus5,5,3,LAST,0.94,1,0.05,1,1,0,0.0120463500848203,0.0302734024623914,0.0182270523775711,0.000136157447250822,0.000920750942195857,0.020919167282739,0.886363636363636,0.0501071698188417,0.977272727272727,-0.0133920328780724,0.5,-0.038732461431187,0.386363636363636,0.127639513613195
init_soc_plus5,7,1,FIRST,1,1,0.05,1,1,0,0.0389783837591088,0.0483503382359553,0.00937195447684649,0.00147037586091923,0.00225764810059588,0.077935685249652,0.977272727272727,0.104897695060827,0.977272727272727,0.0120008141800637,0.272727272727273,-0.0179991858199363,0.272727272727273,0.115677860371268
init_soc_plus5,7,2,MIDDLE,0.97,1,0.05,1,1,0,0.029505298526122,0.0372291588235131,0.00772386029739108,0.000849512507256437,0.00134327479968705,0.0568738872942011,0.954545454545455,0.0824894744886703,0.977272727272727,0.0111479663776122,0.522727272727273,-0.0187713387026854,0.295454545454545,0.11808418883225
init_soc_plus5,7,3,LAST,0.94,1,0.05,1,1,0,0.0143623365602723,0.0300090682745524,0.0156467317142802,0.000198138808456823,0.000902072101747839,0.0278634490297603,0.886363636363636,0.0543461709186257,0.977272727272727,-0.00748787253126265,0.454545454545455,-0.0359190469967908,0.386363636363636,0.111049860423403
init_soc_plus5,11,1,FIRST,1,1,0.05,1,1,0,0.0592737297349501,0.049536351889998,-0.00973737784495213,0.00348560496240791,0.00237182460596896,0.0998297811247384,0.954545454545455,0.108832425164185,0.977272727272727,0.0272593114797368,0.159090909090909,-0.00274068852026321,0.159090909090909,0.115667975741366
init_soc_plus5,11,2,MIDDLE,0.97,1,0.05,1,1,0,0.025766709452032,0.0376380357351452,0.0118713262831132,0.000648047507305329,0.00139087695536593,0.0499633943693246,0.954545454545455,0.0780223659236372,0.977272727272727,0.00172379875415313,0.409090909090909,-0.0271459838425938,0.386363636363636,0.107672238705639
init_soc_plus5,11,3,LAST,0.94,1,0.05,1,1,0,0.0182476066356967,0.0280964782621004,0.00984887162640369,0.000328586577662835,0.00079233817645175,0.0334225916982503,0.886363636363636,0.0534705990287526,0.977272727272727,-0.00286689916569494,0.431818181818182,-0.0328668991656949,0.431818181818182,0.10929006616097
init_soc_plus5,13,1,FIRST,1,1,0.05,1,1,0,0.0631745655516478,0.0543501747043688,-0.00882439084727892,0.00394095085817893,0.00285649159585432,0.110103247040505,0.954545454545455,0.117426193288319,0.977272727272727,0.0224820525289641,0.159090909090909,-0.0075179474710359,0.159090909090909,0.108673552765714
init_soc_plus5,13,2,MIDDLE,0.97,1,0.05,1,1,0,0.0374422758000843,0.0407867286544574,0.0033444528543731,0.00138564015152758,0.0016157428308858,0.0670889397887255,0.931818181818182,0.0885186890157834,0.977272727272727,0.0164697817761622,0.25,-0.0135302182238378,0.25,0.120458481519746
init_soc_plus5,13,3,LAST,0.94,1,0.05,1,1,0,0.0204653025730496,0.032923694314392,0.0124583917413425,0.00040890781314891,0.00107238818816142,0.0411614793273026,0.954545454545455,0.0629943879377654,0.977272727272727,-0.00498994360734195,0.454545454545455,-0.0345491565737408,0.363636363636364,0.108474793958086
init_soc_plus5,17,1,FIRST,1,1,0.05,1,1,0,0.0554955101257596,0.0518771013288573,-0.00361840879690224,0.00304081413268573,0.00261195339927308,0.0963996713977234,0.977272727272727,0.109094072124567,0.977272727272727,0.0118399746159133,0.159090909090909,-0.0181600253840867,0.159090909090909,0.115178132562
init_soc_plus5,17,2,MIDDLE,0.97,1,0.05,1,1,0,0.0370967284231515,0.0404986164416699,0.00340188801851841,0.0013578884807485,0.00159663951415397,0.0655502837874171,0.954545454545455,0.0850834425026452,0.977272727272727,0.0055013075320911,0.272727272727273,-0.0244986924679089,0.272727272727273,0.113914251278266
init_soc_plus5,17,3,LAST,0.94,1,0.05,1,1,0,0.0157710350630919,0.0309752325461652,0.0152041974830733,0.000240302287661794,0.000958177808277923,0.0294496835267659,0.909090909090909,0.0541566823390573,0.977272727272727,-0.00705646591453651,0.340909090909091,-0.0370564659145365,0.340909090909091,0.107165341233444
init_soc_plus5,20,1,FIRST,1,1,0.05,1,1,0,0.0403875180631486,0.0521922083632186,0.01180469030007,0.00160020283120757,0.00267107215803205,0.0730013070881861,0.977272727272727,0.103001307088186,0.977272727272727,0.00706706454442116,0.181818181818182,-0.0229329354555788,0.181818181818182,0.118567834461517
init_soc_plus5,20,2,MIDDLE,0.97,1,0.05,1,1,0,0.049768350561258,0.0424686464289474,-0.0072997041323106,0.0024591840866979,0.00174716247778997,0.0826559646918852,0.909090909090909,0.0922624721011668,0.977272727272727,0.0186702994222306,0.204545454545455,-0.0113297005777694,0.204545454545455,0.109930508035064
init_soc_plus5,20,3,LAST,0.94,1,0.05,1,1,0,0.0246049703019957,0.028740887446858,0.00413591714486223,0.000605786067075112,0.000823920325321536,0.0415445493178842,0.863636363636364,0.0582503147799173,0.977272727272727,0.00459931344073633,0.431818181818182,-0.0254006865592637,0.431818181818182,0.115783398376893
init_soc_plus5,22,1,FIRST,1,1,0.05,1,1,0,0.0523230544902944,0.0587223715541674,0.00639931706387299,0.00270270728395907,0.00337267885658184,0.0872396519580835,0.977272727272727,0.114143552708169,0.977272727272727,0.00710064527097198,0.159090909090909,-0.022899354729028,0.159090909090909,0.110432320961845
init_soc_plus5,22,2,MIDDLE,0.97,1,0.05,1,1,0,0.0524340397446402,0.047318460248184,-0.00511557949645616,0.00273076662882653,0.00217856426429439,0.0855910278357734,0.954545454545455,0.0982232338528662,0.977272727272727,0.0193512348576445,0.159090909090909,-0.0106487651423555,0.159090909090909,0.106263651757404
init_soc_plus5,22,3,LAST,0.94,1,0.05,1,1,0,0.041096880689689,0.0349461046274776,-0.00615077606221148,0.00168366720552414,0.00118570349415157,0.0644636373088866,0.863636363636364,0.0751773200119035,0.977272727272727,0.0147297572650944,0.295454545454545,-0.0152702427349056,0.295454545454545,0.109756073704746
init_soc_plus5,24,1,FIRST,1,1,0.05,1,1,0,0.062758216897226,0.056426559786892,-0.006331657110334,0.00391307738893597,0.00310641904375505,0.0983464511707931,0.909090909090909,0.112349653330065,0.977272727272727,0.0173628069641484,0.159090909090909,-0.0126371930358516,0.159090909090909,0.110923181558911
init_soc_plus5,24,2,MIDDLE,0.97,1,0.05,1,1,0,0.0391101979477385,0.0431740070839489,0.00406380913621043,0.00151844359524855,0.00182414395004218,0.0642682243030914,0.909090909090909,0.085090409421549,0.977272727272727,0.0105462436524096,0.272727272727273,-0.0194537563475904,0.272727272727273,0.119586944285728
init_soc_plus5,24,3,LAST,0.94,1,0.05,1,1,0,0.0280455506001738,0.0322168318604574,0.00417128126028355,0.000788315131442453,0.00103290707919396,0.0476186492445586,0.840909090909091,0.0606222194645821,0.954545454545455,0.00434589915608136,0.363636363636364,-0.0256541008439186,0.363636363636364,0.113167610154902
init_soc_plus5,26,1,FIRST,1,1,0.05,1,1,0,0.0639044725841659,0.0578911399457715,-0.00601333263839441,0.00405785639647737,0.00327380829318887,0.100354088630892,0.977272727272727,0.114218692793665,0.977272727272727,0.0192371265544942,0.204545454545455,-0.0107628734455058,0.204545454545455,0.110430712582782
init_soc_plus5,26,2,MIDDLE,0.97,1,0.05,1,1,0,0.0364514356259233,0.0455191994167967,0.00906776379087344,0.00131930709232794,0.00204682908581864,0.0583282864148363,0.75,0.0849738192879077,0.977272727272727,0.000387016068222806,0.159090909090909,-0.0296129839317772,0.159090909090909,0.110554116996416
init_soc_plus5,26,3,LAST,0.94,1,0.05,1,1,0,0.0235295751938755,0.0355305326760642,0.0120009574821887,0.000546703655934011,0.00125472156661615,0.0407776348915926,0.863636363636364,0.0614833535640987,0.954545454545455,-0.00680948355190758,0.25,-0.0368094835519076,0.25,0.115054768488955
init_soc_plus5,28,1,FIRST,1,1,0.05,1,1,0,0.0639892073969567,0.0578924161276285,-0.0060967912693282,0.00407143582325736,0.00327673814666034,0.0994721059971286,0.931818181818182,0.113068416755184,0.977272727272727,0.0185943408272376,0.159090909090909,-0.0114056591727624,0.159090909090909,0.117773084694354
init_soc_plus5,28,2,MIDDLE,0.97,1,0.05,1,1,0,0.0321303406574764,0.0447629623847363,0.0126326217272599,0.00101734074026435,0.00197880079761011,0.0551524713253333,0.977272727272727,0.0843727603480471,0.977272727272727,0.00221914965052128,0.159090909090909,-0.0277808503494787,0.159090909090909,0.108475098942859
init_soc_plus5,28,3,LAST,0.94,1,0.05,1,1,0,0.0220002049718326,0.0363538595947578,0.0143536546229252,0.000476901863650151,0.00131833662411741,0.0379041975918312,0.772727272727273,0.0593996152779108,0.977272727272727,-0.0103083570539057,0.25,-0.0403083570539057,0.25,0.114913101462683
init_soc_plus5,30,1,FIRST,1,1,0.05,1,1,0,0.0613552192219605,0.0576184878862404,-0.00373673133572011,0.00374879577060136,0.00325248543588469,0.0954404650350832,0.886363636363636,0.111014706189132,0.977272727272727,0.0159793683545427,0.159090909090909,-0.0140206316454573,0.159090909090909,0.109739464687372
init_soc_plus5,30,2,MIDDLE,0.97,1,0.05,1,1,0,0.0370327255093877,0.0453203358992112,0.00828761038982347,0.00136144930707891,0.00202589041808293,0.0594595499066402,0.886363636363636,0.0837343693361519,0.977272727272727,0.00397713593401328,0.204545454545455,-0.0260228640659867,0.204545454545455,0.109864084906729
init_soc_plus5,30,3,LAST,0.94,1,0.05,1,1,0,0.0253829734118708,0.0308173626551987,0.00543438924332787,0.000647059192747319,0.000956739346728255,0.04107709711228,0.75,0.0564407603718524,0.954545454545455,0.00966316569076303,0.227272727272727,-0.020336834309237,0.227272727272727,0.113341085867451
init_soc_plus5,32,1,FIRST,1,1,0.05,1,1,0,0.0498872947234612,0.0576981322282563,0.00781083750479508,0.00247167927174972,0.00328193836124462,0.0781621836081198,0.977272727272727,0.107023076703461,0.977272727272727,0.00750934697826033,0.159090909090909,-0.0224906530217397,0.159090909090909,0.111679528942372
init_soc_plus5,32,2,MIDDLE,0.97,1,0.05,1,1,0,0.0454219431624866,0.0450347799622456,-0.000387163200240979,0.00207050157178894,0.00200205705781851,0.0668694728643855,0.886363636363636,0.0863312956125051,0.977272727272727,0.0142825657742902,0.159090909090909,-0.0157174342257098,0.159090909090909,0.119056215140415
init_soc_plus5,32,3,LAST,0.94,1,0.05,1,1,0,0.031963521404048,0.0314663073147855,-0.000497214089262552,0.00102692473241505,0.000979656529032491,0.0472501035606765,0.75,0.060516247224809,0.977272727272727,0.0142127538641976,0.25,-0.0157872461358024,0.25,0.115458301332743
init_soc_plus5,34,1,FIRST,1,1,0.05,1,1,0,0.062715224786648,0.0574646917157372,-0.00525053307091086,0.00392823804803015,0.00324187836131248,0.0923072479169,0.931818181818182,0.108244048358756,0.977272727272727,0.0185139625632002,0.159090909090909,-0.0114860374367998,0.159090909090909,0.118645015825675
init_soc_plus5,34,2,MIDDLE,0.97,1,0.05,1,1,0,0.0483465223141752,0.0448690560517359,-0.00347746626243931,0.00233903408648213,0.001975907325701,0.0691701059628721,0.863636363636364,0.0859498754892439,0.977272727272727,0.0188612120111048,0.181818181818182,-0.0111387879888952,0.181818181818182,0.110799936069025
init_soc_plus5,34,3,LAST,0.94,1,0.05,1,1,0,0.020274911773843,0.0313839506945223,0.0111090389206794,0.000408349075206561,0.000991721130533587,0.0342042428100351,0.704545454545455,0.0516945966331028,0.931818181818182,0.00151269752642391,0.25,-0.0284873024735761,0.25,0.117784319732991
init_soc_plus5,36,1,FIRST,1,1,0.05,1,1,0,0.0764598190692573,0.0642538687916824,-0.0122059502775749,0.00585111129482541,0.00406038935160772,0.107457006415066,0.863636363636364,0.117280043946549,0.977272727272727,0.0319834822307053,0.159090909090909,0.0019834822307053,0.159090909090909,0.10411184284708
init_soc_plus5,36,2,MIDDLE,0.97,1,0.05,1,1,0,0.0475719348320207,0.0484288278892401,0.000856893057219449,0.0022643778481679,0.00230999090247167,0.0688971671330972,0.772727272727273,0.0904700728770822,0.977272727272727,0.0134663450994472,0.159090909090909,-0.0165336549005528,0.159090909090909,0.1187687128214
init_soc_plus5,36,3,LAST,0.94,1,0.05,1,1,0,0.0245314567653706,0.03350062243601,0.0089691656706394,0.00060167881376887,0.00112557655157794,0.0384582046277825,0.75,0.0577919608525437,0.909090909090909,0.00736647805262319,0.204545454545455,-0.0226335219473768,0.204545454545455,0.120399416162497
init_soc_plus5,38,1,FIRST,1,1,0.05,1,1,0,0.0681289881540514,0.0616025430627978,-0.00652644509125361,0.00464027916800284,0.00373189961630326,0.0949645542472133,0.977272727272727,0.112843349732473,0.977272727272727,0.0221846036528124,0.159090909090909,-0.00781539634718756,0.159090909090909,0.114462944508553
init_soc_plus5,38,2,MIDDLE,0.97,1,0.05,1,1,0,0.0599031726007163,0.0495156312357153,-0.010387541365001,0.0035961393837421,0.00240618280580181,0.0848086442588557,0.886363636363636,0.0939525695883631,0.977272727272727,0.022992210788301,0.159090909090909,-0.00700778921169895,0.159090909090909,0.112866729154418
