scenario_name,battery_no,cycle_idx,qnom_start_frac,qnom_was_clamped,init_soc_offset,i_noise_mult,v_noise_mult,current_bias_frac,rmse_ekf,rmse_gpr,delta_gpr_vs_ekf,rmse_ekf_late,rmse_gpr_late,delta_gpr_vs_ekf_late,mean_abs_residual_pred,rmse_v,is_gpr_improved_vs_ekf,is_gpr_worse_vs_ekf,is_selected_cycle
baseline,26,3,0.94,1,0,1,1,0,0.0107372606963213,0.0334100711722523,0.022672810475931,NaN,NaN,NaN,0.021737717819833,0.107947926114428,0,1,1
baseline,28,1,1,1,0,1,1,0,0.0564485047401224,0.0570092813184595,0.000560776578337113,NaN,NaN,NaN,0.0203620751761755,0.115068673150857,0,1,1
baseline,28,2,0.97,1,0,1,1,0,0.0333116380001855,0.0450023285208473,0.0116906905206618,NaN,NaN,NaN,0.0193453622300241,0.110813763130623,0,1,1
baseline,28,3,0.94,1,0,1,1,0,0.0211348721637927,0.0340361476554418,0.0129012754916491,NaN,NaN,NaN,0.0196202342704043,0.113393785852869,0,1,1
baseline,30,1,1,1,0,1,1,0,0.0442286103029369,0.0559584381201388,0.0117298278172019,NaN,NaN,NaN,0.0194158994862144,0.107534402469147,0,1,1
baseline,30,2,0.97,1,0,1,1,0,0.0232100565951242,0.0407995306855556,0.0175894740904314,NaN,NaN,NaN,0.022174883635075,0.112854993914908,0,1,1
baseline,30,3,0.94,1,0,1,1,0,0.0217937101354316,0.0334012596402431,0.0116075495048115,NaN,NaN,NaN,0.0197744173574569,0.10985002581844,0,1,1
baseline,32,1,1,1,0,1,1,0,0.0549308459678799,0.0583797296056362,0.00344888363775626,NaN,NaN,NaN,0.0189312389892041,0.111182729906659,0,1,1
baseline,32,2,0.97,1,0,1,1,0,0.030425624923418,0.0443416021959362,0.0139159772725182,NaN,NaN,NaN,0.0205504799493858,0.112787402805979,0,1,1
baseline,32,3,0.94,1,0,1,1,0,0.0203870146963886,0.0328294488796549,0.0124424341832663,NaN,NaN,NaN,0.0206257088703843,0.114894724335017,0,1,1
baseline,34,1,1,1,0,1,1,0,0.0437707470024934,0.0556830370778155,0.0119122900753221,NaN,NaN,NaN,0.0207112027285267,0.114376903356727,0,1,1
baseline,34,2,0.97,1,0,1,1,0,0.0415600555274176,0.0442871088870514,0.0027270533596338,NaN,NaN,NaN,0.0197473480508246,0.114121584431569,0,1,1
baseline,34,3,0.94,1,0,1,1,0,0.0157573187480572,0.0315839660480824,0.0158266473000252,NaN,NaN,NaN,0.0208578988473446,0.105514556677261,0,1,1
baseline,36,1,1,1,0,1,1,0,0.0533369117289104,0.0605864406882311,0.00724952895932068,NaN,NaN,NaN,0.0206606115574821,0.108687359960647,0,1,1
baseline,36,2,0.97,1,0,1,1,0,0.0429758990603965,0.0480154399195588,0.00503954085916229,NaN,NaN,NaN,0.0202496843185443,0.110484804615219,0,1,1
baseline,36,3,0.94,1,0,1,1,0,0.0229730280858413,0.0356123314428043,0.012639303356963,NaN,NaN,NaN,0.019422674738972,0.104796940045216,0,1,1
baseline,38,1,1,1,0,1,1,0,0.0487558435257245,0.0587190962411327,0.00996325271540822,NaN,NaN,NaN,0.0201316153515571,0.109722386087103,0,1,1
baseline,38,2,0.97,1,0,1,1,0,0.0398792098768539,0.0466522199779869,0.00677301010113296,NaN,NaN,NaN,0.020488376511506,0.105932145019472,0,1,1
