scenario_name,battery_no,cycle_idx,qnom_start_frac,qnom_was_clamped,init_soc_offset,i_noise_mult,v_noise_mult,current_bias_frac,rmse_ekf,rmse_gpr,delta_gpr_vs_ekf,rmse_ekf_late,rmse_gpr_late,delta_gpr_vs_ekf_late,mean_abs_residual_pred,rmse_v,is_gpr_improved_vs_ekf,is_gpr_worse_vs_ekf,is_selected_cycle
current_bias,26,1,1,1,0,1,1,0.005,0.0448069961541612,0.0565742057719573,0.011767209617796,NaN,NaN,NaN,0.019699680088219,0.11471928829118,0,1,1
current_bias,26,2,0.97,1,0,1,1,0.005,0.0246079218368228,0.0415625038375006,0.0169545820006778,NaN,NaN,NaN,0.0222470521544459,0.109023302134368,0,1,1
current_bias,26,3,0.94,1,0,1,1,0.005,0.0153152492933751,0.0352264446983042,0.0199111954049291,NaN,NaN,NaN,0.0202974824664108,0.108730763734874,0,1,1
current_bias,28,1,1,1,0,1,1,0.005,0.0421146594163311,0.052983955469441,0.0108692960531099,NaN,NaN,NaN,0.0220959717351431,0.0990393351459547,0,1,1
current_bias,28,2,0.97,1,0,1,1,0.005,0.0164135790818449,0.0385675359181079,0.022153956836263,NaN,NaN,NaN,0.0230976683048771,0.111678746625181,0,1,1
current_bias,28,3,0.94,1,0,1,1,0.005,0.0210750064633147,0.0332681661732118,0.0121931597098971,NaN,NaN,NaN,0.0207158015306889,0.116890571470781,0,1,1
current_bias,30,1,1,1,0,1,1,0.005,0.0496388480685641,0.0568466755449191,0.00720782747635501,NaN,NaN,NaN,0.0201912785184308,0.111905189869828,0,1,1
current_bias,30,2,0.97,1,0,1,1,0.005,0.0388125865491706,0.0452514628551162,0.0064388763059456,NaN,NaN,NaN,0.0205124796379563,0.105368379175771,0,1,1
current_bias,30,3,0.94,1,0,1,1,0.005,0.00934264095699919,0.0310655860013453,0.0217229450443461,NaN,NaN,NaN,0.021969034751416,0.10993402025696,0,1,1
current_bias,32,1,1,1,0,1,1,0.005,0.0578577186648754,0.0581640248131179,0.000306306148242549,NaN,NaN,NaN,0.0203629103689299,0.117877383571344,0,1,1
current_bias,32,2,0.97,1,0,1,1,0.005,0.0423591954815775,0.0460238834610381,0.0036646879794606,NaN,NaN,NaN,0.0201122626300835,0.112384144125063,0,1,1
current_bias,32,3,0.94,1,0,1,1,0.005,0.0117861978546841,0.0318121393594582,0.0200259415047741,NaN,NaN,NaN,0.0221316742999035,0.114203269623839,0,1,1
current_bias,34,1,1,1,0,1,1,0.005,0.042621109539637,0.0555235068818195,0.0129023973421825,NaN,NaN,NaN,0.0203176050852249,0.110143235476584,0,1,1
current_bias,34,2,0.97,1,0,1,1,0.005,0.0385745072505436,0.0438557397938771,0.00528123254333352,NaN,NaN,NaN,0.0203965255236982,0.102799347407217,0,1,1
current_bias,34,3,0.94,1,0,1,1,0.005,0.0222052341487609,0.0309724325682641,0.00876719841950321,NaN,NaN,NaN,0.0202181693065221,0.111071188222972,0,1,1
current_bias,36,1,1,1,0,1,1,0.005,0.0495960506986058,0.0595272540616222,0.00993120336301646,NaN,NaN,NaN,0.0195895862832238,0.106823030862596,0,1,1
current_bias,36,2,0.97,1,0,1,1,0.005,0.0288836875143259,0.0463338050812445,0.0174501175669186,NaN,NaN,NaN,0.0210855569451746,0.108011428753725,0,1,1
current_bias,36,3,0.94,1,0,1,1,0.005,0.017332844032601,0.0321127907102321,0.0147799466776312,NaN,NaN,NaN,0.0225237045264005,0.112472921065032,0,1,1
current_bias,38,1,1,1,0,1,1,0.005,0.0603954316097679,0.0608441892581926,0.000448757648424634,NaN,NaN,NaN,0.0198621280626906,0.118271442739457,0,1,1
current_bias,38,2,0.97,1,0,1,1,0.005,0.0379619273312701,0.047071564798254,0.00910963746698392,NaN,NaN,NaN,0.0203793631461714,0.109530176853131,0,1,1
current_bias,38,3,0.94,1,0,1,1,0.005,0.0227039794903645,0.0320191124595455,0.00931513296918103,NaN,NaN,NaN,0.0219883652867434,0.10826645744202,0,1,1
current_bias,40,1,1,1,0,1,1,0.005,0.064881673471667,0.0630227536882618,-0.00185891978340522,NaN,NaN,NaN,0.0194678569340377,0.111624571968113,1,0,1
current_bias,40,2,0.97,1,0,1,1,0.005,0.0456278204895578,0.0491570650982659,0.00352924460870807,NaN,NaN,NaN,0.0203128421363905,0.112897116306894,0,1,1
current_bias,40,3,0.94,1,0,1,1,0.005,0.0295697026050021,0.0357955328521041,0.00622583024710201,NaN,NaN,NaN,0.0210257908267443,0.110404481830902,0,1,1
current_bias,43,1,1,1,0,1,1,0.005,0.0453581208956458,0.0559595279138591,0.0106014070182134,NaN,NaN,NaN,0.0215907370973163,0.108103320848796,0,1,1
current_bias,43,2,0.97,1,0,1,1,0.005,0.0360521227227379,0.0431718090493903,0.0071196863266524,NaN,NaN,NaN,0.0211576599777319,0.109933928392875,0,1,1
current_bias,43,3,0.94,1,0,1,1,0.005,0.0116373344953801,0.0297577078164892,0.0181203733211091,NaN,NaN,NaN,0.0211415411333037,0.11347190828775,0,1,1
current_bias,45,1,1,1,0,1,1,0.005,0.060133067983757,0.0567495326067162,-0.00338353537704079,NaN,NaN,NaN,0.0206637463071375,0.103297875226834,1,0,1
current_bias,45,2,0.97,1,0,1,1,0.005,0.0291782071523437,0.0389862600639795,0.00980805291163579,NaN,NaN,NaN,0.0225310556735851,0.113354153963085,0,1,1
current_bias,45,3,0.94,1,0,1,1,0.005,0.0188383289795737,0.0290860410346107,0.010247712055037,NaN,NaN,NaN,0.0204389218926617,0.104056729253656,0,1,1
current_bias,47,1,1,1,0,1,1,0.005,0.0507409979752488,0.0549704127196265,0.0042294147443777,NaN,NaN,NaN,0.02166050805327,0.109522448021761,0,1,1
current_bias,47,2,0.97,1,0,1,1,0.005,0.0306647100336876,0.0408894111316501,0.0102247010979625,NaN,NaN,NaN,0.0211301203496273,0.113290045734727,0,1,1
current_bias,47,3,0.94,1,0,1,1,0.005,0.011868184845968,0.0267581667662103,0.0148899819202422,NaN,NaN,NaN,0.0220932015309784,0.107490531961172,0,1,1
current_bias,49,1,1,1,0,1,1,0.005,0.0497957228311502,0.0558988367210028,0.00610311388985266,NaN,NaN,NaN,0.0198863735078139,0.108050271102983,0,1,1
current_bias,49,2,0.97,1,0,1,1,0.005,0.03967969181151,0.0422674501422859,0.0025877583307759,NaN,NaN,NaN,0.0207236153089554,0.108422080126482,0,1,1
current_bias,49,3,0.94,1,0,1,1,0.005,0.0161569286250776,0.0263961441036158,0.0102392154785382,NaN,NaN,NaN,0.0224188679022499,0.109453637823515,0,1,1
current_bias,51,1,1,1,0,1,1,0.005,0.0481284936461925,0.0564332991540668,0.00830480550787431,NaN,NaN,NaN,0.0209471427064403,0.106668767119871,0,1,1
current_bias,51,2,0.97,1,0,1,1,0.005,0.0362699429339861,0.0428234121792171,0.00655346924523106,NaN,NaN,NaN,0.0211228658302116,0.11598651212946,0,1,1
current_bias,51,3,0.94,1,0,1,1,0.005,0.0165481506859227,0.0263575625711549,0.0098094118852322,NaN,NaN,NaN,0.0222452276629904,0.115835933947096,0,1,1
current_bias,53,1,1,1,0,1,1,0.005,0.0542588895220996,0.0602223979034852,0.00596350838138559,NaN,NaN,NaN,0.019996721042025,0.111383917873218,0,1,1
current_bias,53,2,0.97,1,0,1,1,0.005,0.0403556336693181,0.0447649625802158,0.00440932891089763,NaN,NaN,NaN,0.021588359734027,0.108324955766991,0,1,1
current_bias,53,3,0.94,1,0,1,1,0.005,0.0316046673792663,0.0311639517909293,-0.000440715588336974,NaN,NaN,NaN,0.0212777315259667,0.111891991445804,1,0,1
current_bias,55,1,1,1,0,1,1,0.005,0.0493403194383073,0.0540406383142675,0.00470031887596017,NaN,NaN,NaN,0.0207556412648163,0.0996262500864795,0,1,1
current_bias,55,2,0.97,1,0,1,1,0.005,0.0272465699759425,0.0387983766524105,0.0115518066764681,NaN,NaN,NaN,0.0210892507422153,0.107921094215436,0,1,1
current_bias,55,3,0.94,1,0,1,1,0.005,0.0189177577155389,0.0254462820365785,0.00652852432103961,NaN,NaN,NaN,0.0212951023341734,0.106326709089251,0,1,1
current_bias,57,1,1,1,0,1,1,0.005,0.0619922101272559,0.0626774135738607,0.000685203446604755,NaN,NaN,NaN,0.0197046577522438,0.110140608611233,0,1,1
current_bias,57,2,0.97,1,0,1,1,0.005,0.0399327305058688,0.046505031748435,0.00657230124256621,NaN,NaN,NaN,0.0216734245494308,0.107598581227075,0,1,1
current_bias,57,3,0.94,1,0,1,1,0.005,0.0236154405973068,0.0299005954217525,0.00628515482444568,NaN,NaN,NaN,0.0222987164825574,0.117750618615261,0,1,1
current_bias,59,1,1,1,0,1,1,0.005,0.0555739842141974,0.0592785281103847,0.0037045438961873,NaN,NaN,NaN,0.020517685744455,0.111861050797617,0,1,1
current_bias,59,2,0.97,1,0,1,1,0.005,0.0412557073687898,0.0451482987982622,0.00389259142947239,NaN,NaN,NaN,0.0209154099740166,0.111624018035489,0,1,1
current_bias,59,3,0.94,1,0,1,1,0.005,0.0153609552768504,0.0264706441806452,0.0111096889037948,NaN,NaN,NaN,0.0230715019007209,0.118461837455278,0,1,1
current_bias,61,1,1,1,0,1,1,0.005,0.054580342267337,0.0559398922659767,0.00135954999863971,NaN,NaN,NaN,0.0200626222611253,0.103002871463888,0,1,1
current_bias,61,2,0.97,1,0,1,1,0.005,0.0339910483412725,0.0379766947967489,0.00398564645547644,NaN,NaN,NaN,0.0211318189306975,0.106383024801155,0,1,1
current_bias,61,3,0.94,1,0,1,1,0.005,0.0247654208074697,0.0250587907237792,0.000293369916309506,NaN,NaN,NaN,0.0231409432982678,0.109082073344541,0,1,1
current_bias,63,1,1,1,0,1,1,0.005,0.0587531593730371,0.0590029820124788,0.000249822639441739,NaN,NaN,NaN,0.0204807071300478,0.10641990952542,0,1,1
current_bias,63,2,0.97,1,0,1,1,0.005,0.0343761721540235,0.0427065921037022,0.00833041994967872,NaN,NaN,NaN,0.0216737552978355,0.113404370772791,0,1,1
current_bias,63,3,0.94,1,0,1,1,0.005,0.0164424169666557,0.0234925726010355,0.00705015563437976,NaN,NaN,NaN,0.0227045473678903,0.104914925599626,0,1,1
current_bias,65,1,1,1,0,1,1,0.005,0.0522224570826594,0.0548992438943857,0.00267678681172624,NaN,NaN,NaN,0.0205615269245961,0.112041474284424,0,1,1
current_bias,65,2,0.97,1,0,1,1,0.005,0.0356380303229235,0.0399008229184489,0.00426279259552541,NaN,NaN,NaN,0.0210105884761352,0.115670898167567,0,1,1
current_bias,65,3,0.94,1,0,1,1,0.005,0.0123581289733996,0.0214900826057945,0.00913195363239492,NaN,NaN,NaN,0.0218119177421987,0.116729655299326,0,1,1
current_bias,67,1,1,1,0,1,1,0.005,0.0571800648643629,0.0544582931397698,-0.00272177172459314,NaN,NaN,NaN,0.020481002567438,0.114803396720444,1,0,1
current_bias,67,2,0.97,1,0,1,1,0.005,0.0341600909501781,0.0384546951487272,0.00429460419854905,NaN,NaN,NaN,0.0208938912622474,0.112681170970943,0,1,1
current_bias,67,3,0.94,1,0,1,1,0.005,0.0162391435475838,0.0215765329688283,0.00533738942124456,NaN,NaN,NaN,0.0213214255202889,0.110931596403754,0,1,1
current_bias,69,1,1,1,0,1,1,0.005,0.0505423647462391,0.0547056933141999,0.00416332856796081,NaN,NaN,NaN,0.0204661611129523,0.104531189653693,0,1,1
current_bias,69,2,0.97,1,0,1,1,0.005,0.0380757116128164,0.0406841310863595,0.00260841947354308,NaN,NaN,NaN,0.0216217745962616,0.111313294812648,0,1,1
current_bias,69,3,0.94,1,0,1,1,0.005,0.0235161704956915,0.0252611514750911,0.00174498097939961,NaN,NaN,NaN,0.0211588308675659,0.111139827570197,0,1,1
current_bias,71,1,1,1,0,1,1,0.005,0.0431290103274695,0.0503818173979946,0.00725280707052517,NaN,NaN,NaN,0.0219962715013814,0.109762415436019,0,1,1
current_bias,71,2,0.97,1,0,1,1,0.005,0.0381563077400849,0.0381653550437329,9.04730364791745e-06,NaN,NaN,NaN,0.0211939333017764,0.112054293448372,0,1,1
current_bias,71,3,0.94,1,0,1,1,0.005,0.0177868071654634,0.0203244135067128,0.00253760634124942,NaN,NaN,NaN,0.0225651363417962,0.10855716125451,0,1,1
current_bias,73,1,1,1,0,1,1,0.005,0.0524389939434854,0.0552390238492141,0.00280002990572868,NaN,NaN,NaN,0.0213534201474342,0.114165931517195,0,1,1
current_bias,73,2,0.97,1,0,1,1,0.005,0.0414203412346719,0.0415777084644462,0.000157367229774254,NaN,NaN,NaN,0.0217902826162139,0.120252548663831,0,1,1
current_bias,73,3,0.94,1,0,1,1,0.005,0.0193242081901112,0.023215732811546,0.00389152462143471,NaN,NaN,NaN,0.0217787914699864,0.105017855599991,0,1,1
current_bias,75,1,1,1,0,1,1,0.005,0.0497190470743863,0.0507326165356058,0.00101356946121951,NaN,NaN,NaN,0.0218841035420887,0.107998403586105,0,1,1
current_bias,75,2,0.97,1,0,1,1,0.005,0.0177083280002662,0.0300580082982192,0.0123496802979531,NaN,NaN,NaN,0.0219819775897412,0.11101511160721,0,1,1
current_bias,75,3,0.94,1,0,1,1,0.005,0.0233943679811979,0.0225299789817976,-0.00086438899940024,NaN,NaN,NaN,0.0195490620654921,0.118243420310795,1,0,1
current_bias,77,1,1,1,0,1,1,0.005,0.0515048210122066,0.0521174255364913,0.000612604524284723,NaN,NaN,NaN,0.0218419964170165,0.109501852034266,0,1,1
current_bias,77,2,0.97,1,0,1,1,0.005,0.0381407290286059,0.03913216467824,0.000991435649634144,NaN,NaN,NaN,0.0203775974607326,0.11423704058814,0,1,1
current_bias,77,3,0.94,1,0,1,1,0.005,0.0156562961144288,0.0202194011068183,0.00456310499238943,NaN,NaN,NaN,0.022096095078242,0.111181530554838,0,1,1
current_bias,79,1,1,1,0,1,1,0.005,0.0559336275374133,0.0544222864846347,-0.00151134105277863,NaN,NaN,NaN,0.0191533415555765,0.107528799203581,1,0,1
current_bias,79,2,0.97,1,0,1,1,0.005,0.0372416732900598,0.0376114695362552,0.000369796246195313,NaN,NaN,NaN,0.0217421935607836,0.114025524708101,0,1,1
current_bias,79,3,0.94,1,0,1,1,0.005,0.0203739235020413,0.0220684727624075,0.00169454926036613,NaN,NaN,NaN,0.0218658029427396,0.107270259402775,0,1,1
current_bias,81,1,1,1,0,1,1,0.005,0.0458752341434637,0.0490639555786162,0.00318872143515248,NaN,NaN,NaN,0.0217881208034978,0.104957202855252,0,1,1
current_bias,81,2,0.97,1,0,1,1,0.005,0.0267596382029613,0.0302532672115414,0.00349362900858018,NaN,NaN,NaN,0.0225295909841539,0.112218197335175,0,1,1
current_bias,81,3,0.94,1,0,1,1,0.005,0.0153148590532711,0.0179176715879765,0.00260281253470537,NaN,NaN,NaN,0.0220279451767291,0.106875929595878,0,1,1
current_bias,83,1,1,1,0,1,1,0.005,0.0535088810074489,0.0506250026465897,-0.0028838783608592,NaN,NaN,NaN,0.0197500538511568,0.110191562430089,1,0,1
current_bias,83,2,0.97,1,0,1,1,0.005,0.0283487593105992,0.0324188060797811,0.0040700467691819,NaN,NaN,NaN,0.0218033398022519,0.105763683246583,0,1,1
current_bias,83,3,0.94,1,0,1,1,0.005,0.0178059373804527,0.0192235967210612,0.00141765934060849,NaN,NaN,NaN,0.0213139710088068,0.109086826035797,0,1,1
current_bias,84,1,1,1,0,1,1,0.005,0.0350663032769635,0.0357004740832244,0.000634170806260943,NaN,NaN,NaN,0.0215082596640763,0.10975008295678,0,1,1
current_bias,84,2,0.97,1,0,1,1,0.005,0.0123193109530202,0.0176930327397174,0.00537372178669721,NaN,NaN,NaN,0.021684105293626,0.112285605417534,0,1,1
current_bias,84,3,0.94,1,0,1,1,0.005,0.0211103795158919,0.011902199366555,-0.00920818014933692,NaN,NaN,NaN,0.0236208901467772,0.111212738497784,1,0,1
high_noise,1,1,1,1,0,1.5,1.5,0,0.0257910250122585,0.0426903270325187,0.0168993020202602,NaN,NaN,NaN,0.0242402646472418,0.123657656179291,0,1,1
high_noise,1,2,0.97,1,0,1.5,1.5,0,0.0211678797525778,0.0355974297632965,0.0144295500107187,NaN,NaN,NaN,0.0221400409828541,0.111073391989238,0,1,1
high_noise,1,3,0.94,1,0,1.5,1.5,0,0.0249171449164386,0.0308811670022608,0.00596402208582217,NaN,NaN,NaN,0.0228969052587991,0.103224701882356,0,1,1
high_noise,3,1,1,1,0,1.5,1.5,0,0.044085581773137,0.0509628537328199,0.00687727195968292,NaN,NaN,NaN,0.0175931418338586,0.1252189736396,0,1,1
high_noise,3,2,0.97,1,0,1.5,1.5,0,0.0096053556730604,0.0296712829014363,0.0200659272283759,NaN,NaN,NaN,0.0229256276767738,0.120462412731438,0,1,1
high_noise,3,3,0.94,1,0,1.5,1.5,0,0.0132416230946864,0.0314704653105594,0.018228842215873,NaN,NaN,NaN,0.0209987615841755,0.10504169171892,0,1,1
high_noise,5,1,1,1,0,1.5,1.5,0,0.0413352234226735,0.0488583926647691,0.0075231692420956,NaN,NaN,NaN,0.0210839440317558,0.10192022776625,0,1,1
high_noise,5,2,0.97,1,0,1.5,1.5,0,0.0145945096178084,0.0327510760793021,0.0181565664614937,NaN,NaN,NaN,0.0244416007746363,0.113805541788276,0,1,1
high_noise,5,3,0.94,1,0,1.5,1.5,0,0.0131943089165301,0.0319432913716013,0.0187489824550712,NaN,NaN,NaN,0.0216525655827274,0.102152873534054,0,1,1
high_noise,7,1,1,1,0,1.5,1.5,0,0.0400443822093117,0.0501274287890083,0.0100830465796966,NaN,NaN,NaN,0.0186132151720969,0.113457771391738,0,1,1
high_noise,7,2,0.97,1,0,1.5,1.5,0,0.0288191630957159,0.0390709315959857,0.0102517685002697,NaN,NaN,NaN,0.0204001015561618,0.113791492994821,0,1,1
high_noise,7,3,0.94,1,0,1.5,1.5,0,0.0170473205828573,0.0333040956401596,0.0162567750573023,NaN,NaN,NaN,0.0211938361000336,0.115197209701285,0,1,1
high_noise,11,1,1,1,0,1.5,1.5,0,0.0465771435692706,0.0497654745000152,0.00318833093074464,NaN,NaN,NaN,0.0178162530327228,0.10529122334715,0,1,1
high_noise,11,2,0.97,1,0,1.5,1.5,0,0.0189037014518118,0.0394581939009193,0.0205544924491076,NaN,NaN,NaN,0.0210310557201252,0.10523010077358,0,1,1
high_noise,11,3,0.94,1,0,1.5,1.5,0,0.010876979090097,0.0307212372014453,0.0198442581113483,NaN,NaN,NaN,0.0213875281816086,0.110294021793649,0,1,1
high_noise,13,1,1,1,0,1.5,1.5,0,0.0334189400990141,0.04816287004305,0.014743929944036,NaN,NaN,NaN,0.0225472945502527,0.113000550697785,0,1,1
high_noise,13,2,0.97,1,0,1.5,1.5,0,0.0202537288112832,0.0394401826643365,0.0191864538530533,NaN,NaN,NaN,0.0223154717278137,0.112748546333019,0,1,1
high_noise,13,3,0.94,1,0,1.5,1.5,0,0.0103423692564493,0.0314758296086277,0.0211334603521784,NaN,NaN,NaN,0.0222505127994221,0.108409346332795,0,1,1
high_noise,17,1,1,1,0,1.5,1.5,0,0.0459659478243557,0.0519787269560552,0.0060127791316995,NaN,NaN,NaN,0.0193389240695604,0.121717898034087,0,1,1
high_noise,17,2,0.97,1,0,1.5,1.5,0,0.0265277962785255,0.0400138752450755,0.01348607896655,NaN,NaN,NaN,0.0209266425815436,0.109652173936528,0,1,1
high_noise,17,3,0.94,1,0,1.5,1.5,0,0.0197230567719008,0.0310118946361788,0.011288837864278,NaN,NaN,NaN,0.0225750432720664,0.118574864412195,0,1,1
high_noise,20,1,1,1,0,1.5,1.5,0,0.0534037916856374,0.0541553385477413,0.000751546862103901,NaN,NaN,NaN,0.0192472905054729,0.115567818364686,0,1,1
high_noise,20,2,0.97,1,0,1.5,1.5,0,0.0248774109126286,0.0412000952814455,0.0163226843688169,NaN,NaN,NaN,0.0218462452414561,0.103255351959026,0,1,1
high_noise,20,3,0.94,1,0,1.5,1.5,0,0.0111832632331991,0.0327284643262493,0.0215452010930502,NaN,NaN,NaN,0.0225018576020926,0.100743490553286,0,1,1
high_noise,22,1,1,1,0,1.5,1.5,0,0.0537194106760545,0.0595993873111783,0.00587997663512371,NaN,NaN,NaN,0.0172830633400953,0.115344108548814,0,1,1
high_noise,22,2,0.97,1,0,1.5,1.5,0,0.0270700503172559,0.0439841718334018,0.0169141215161459,NaN,NaN,NaN,0.0214745895879776,0.115075135464349,0,1,1
high_noise,22,3,0.94,1,0,1.5,1.5,0,0.0132351964300462,0.0344411581883999,0.0212059617583537,NaN,NaN,NaN,0.0227382690055961,0.113451851283457,0,1,1
high_noise,24,1,1,1,0,1.5,1.5,0,0.0486245633606719,0.0555631798403891,0.0069386164797172,NaN,NaN,NaN,0.0207446803930401,0.115463631983405,0,1,1
high_noise,24,2,0.97,1,0,1.5,1.5,0,0.0304096239134252,0.0433472319850022,0.012937608071577,NaN,NaN,NaN,0.0205493345220585,0.114513196865424,0,1,1
high_noise,24,3,0.94,1,0,1.5,1.5,0,0.0215467260311961,0.0325053758867001,0.010958649855504,NaN,NaN,NaN,0.0209871653132614,0.113564607642019,0,1,1
high_noise,26,1,1,1,0,1.5,1.5,0,0.0559149349765727,0.0573757863507288,0.0014608513741561,NaN,NaN,NaN,0.0205311504505738,0.10389025325705,0,1,1
high_noise,26,2,0.97,1,0,1.5,1.5,0,0.0390621281722685,0.0454676516012226,0.00640552342895412,NaN,NaN,NaN,0.0207650136693591,0.106765663857537,0,1,1
high_noise,26,3,0.94,1,0,1.5,1.5,0,0.015817214358325,0.0339475775167102,0.0181303631583852,NaN,NaN,NaN,0.0201022102426335,0.118143079722174,0,1,1
high_noise,28,1,1,1,0,1.5,1.5,0,0.0491301174387492,0.056939266812678,0.00780914937392883,NaN,NaN,NaN,0.0179485132011073,0.109721615201346,0,1,1
high_noise,28,2,0.97,1,0,1.5,1.5,0,0.0305419865146657,0.0427978893292122,0.0122559028145465,NaN,NaN,NaN,0.0217321165095733,0.108524753382308,0,1,1
high_noise,28,3,0.94,1,0,1.5,1.5,0,0.0213422642044274,0.0338194536054395,0.0124771894010122,NaN,NaN,NaN,0.0188348693125023,0.116711269651725,0,1,1
high_noise,30,1,1,1,0,1.5,1.5,0,0.0405298442448687,0.0532302670870182,0.0127004228421495,NaN,NaN,NaN,0.0211412521698631,0.116238232397436,0,1,1
high_noise,30,2,0.97,1,0,1.5,1.5,0,0.0404533710415903,0.0447047730998381,0.00425140205824788,NaN,NaN,NaN,0.0196343099517774,0.10894934747327,0,1,1
high_noise,30,3,0.94,1,0,1.5,1.5,0,0.0222673846871532,0.0309571972038602,0.00868981251670698,NaN,NaN,NaN,0.0220363326987861,0.0910741809976692,0,1,1
high_noise,32,1,1,1,0,1.5,1.5,0,0.0445555920405315,0.0564682532821867,0.0119126612416552,NaN,NaN,NaN,0.020355388925732,0.115377595211225,0,1,1
high_noise,32,2,0.97,1,0,1.5,1.5,0,0.0327724758291587,0.0448314839485746,0.0120590081194158,NaN,NaN,NaN,0.0207840248965669,0.117020140447302,0,1,1
high_noise,32,3,0.94,1,0,1.5,1.5,0,0.0102728479341075,0.0296654002533892,0.0193925523192817,NaN,NaN,NaN,0.023906840322169,0.115853275623922,0,1,1
high_noise,34,1,1,1,0,1.5,1.5,0,0.0462817282752378,0.0543421800222219,0.00806045174698413,NaN,NaN,NaN,0.0217251175105421,0.122771157122919,0,1,1
high_noise,34,2,0.97,1,0,1.5,1.5,0,0.0506602954918624,0.04512086657749,-0.0055394289143724,NaN,NaN,NaN,0.0229899822790735,0.109516567297461,1,0,1
high_noise,34,3,0.94,1,0,1.5,1.5,0,0.0271146201042695,0.032114411786353,0.00499979168208353,NaN,NaN,NaN,0.0208651417837497,0.0962850301054872,0,1,1
high_noise,36,1,1,1,0,1.5,1.5,0,0.0490393472481293,0.0601176964701375,0.0110783492220083,NaN,NaN,NaN,0.0197260459454992,0.115236851861046,0,1,1
high_noise,36,2,0.97,1,0,1.5,1.5,0,0.041957661615068,0.0484016638832579,0.00644400226818988,NaN,NaN,NaN,0.0212788925706475,0.100690412194189,0,1,1
high_noise,36,3,0.94,1,0,1.5,1.5,0,0.0232482819001862,0.0355362505502433,0.012287968650057,NaN,NaN,NaN,0.01989470522211,0.120460236563347,0,1,1
high_noise,38,1,1,1,0,1.5,1.5,0,0.0529002496045967,0.0607130344566154,0.00781278485201871,NaN,NaN,NaN,0.020495066265071,0.118950151933308,0,1,1
high_noise,38,2,0.97,1,0,1.5,1.5,0,0.0318919652158748,0.0457205909800095,0.0138286257641347,NaN,NaN,NaN,0.0206587355145191,0.108168976487372,0,1,1
high_noise,38,3,0.94,1,0,1.5,1.5,0,0.0329525398992782,0.0361646469917344,0.0032121070924562,NaN,NaN,NaN,0.0213403348273755,0.110414310213217,0,1,1
high_noise,40,1,1,1,0,1.5,1.5,0,0.0617348239875945,0.0634864015553496,0.00175157756775508,NaN,NaN,NaN,0.0213988210611093,0.106754552307957,0,1,1
high_noise,40,2,0.97,1,0,1.5,1.5,0,0.0504346729212239,0.0515042096958872,0.00106953677466326,NaN,NaN,NaN,0.0180033928306466,0.117908316075577,0,1,1
high_noise,40,3,0.94,1,0,1.5,1.5,0,0.0190279403715186,0.034512748717646,0.0154848083461275,NaN,NaN,NaN,0.0208933166601432,0.0983520886139075,0,1,1
high_noise,43,1,1,1,0,1.5,1.5,0,0.0685759972847926,0.0600782440778457,-0.0084977532069469,NaN,NaN,NaN,0.0207631945073303,0.112838756930335,1,0,1
high_noise,43,2,0.97,1,0,1.5,1.5,0,0.0263157987722085,0.0407946346070708,0.0144788358348623,NaN,NaN,NaN,0.0224733463099613,0.110792757873116,0,1,1
high_noise,43,3,0.94,1,0,1.5,1.5,0,0.0274955415946549,0.0325020786488887,0.00500653705423377,NaN,NaN,NaN,0.020271080356155,0.121804413339896,0,1,1
high_noise,45,1,1,1,0,1.5,1.5,0,0.0485190064482443,0.0554989840270327,0.00697997757878835,NaN,NaN,NaN,0.0196377796985919,0.103757941919519,0,1,1
high_noise,45,2,0.97,1,0,1.5,1.5,0,0.0304121728489122,0.0415702608686181,0.011158088019706,NaN,NaN,NaN,0.0225986333545833,0.117709439293954,0,1,1
high_noise,45,3,0.94,1,0,1.5,1.5,0,0.0183368531883541,0.0278772501956018,0.00954039700724765,NaN,NaN,NaN,0.0212101685306191,0.103469021809221,0,1,1
high_noise,47,1,1,1,0,1.5,1.5,0,0.0594610015665699,0.057698611268298,-0.00176239029827193,NaN,NaN,NaN,0.0197335619528678,0.111154743552393,1,0,1
high_noise,47,2,0.97,1,0,1.5,1.5,0,0.0526471301065855,0.0462061255352776,-0.00644100457130793,NaN,NaN,NaN,0.0206430679356161,0.11227419050211,1,0,1
high_noise,47,3,0.94,1,0,1.5,1.5,0,0.0218546921905889,0.0272059715901783,0.00535127939958938,NaN,NaN,NaN,0.0210284084167683,0.100812537754346,0,1,1
high_noise,49,1,1,1,0,1.5,1.5,0,0.0514697616549358,0.0561349198003156,0.00466515814537986,NaN,NaN,NaN,0.0213787394684136,0.11145747984269,0,1,1
high_noise,49,2,0.97,1,0,1.5,1.5,0,0.0290851277085832,0.041016602571081,0.0119314748624978,NaN,NaN,NaN,0.0209523559619697,0.11997307304989,0,1,1
high_noise,49,3,0.94,1,0,1.5,1.5,0,0.0248604132974503,0.0295634507307184,0.0047030374332681,NaN,NaN,NaN,0.0207892719390484,0.109938018691309,0,1,1
high_noise,51,1,1,1,0,1.5,1.5,0,0.0539277692581249,0.0577961777189096,0.00386840846078467,NaN,NaN,NaN,0.0212900186497238,0.114656443114411,0,1,1
high_noise,51,2,0.97,1,0,1.5,1.5,0,0.0522476332217704,0.0470998563029063,-0.00514777691886418,NaN,NaN,NaN,0.0206306680628063,0.115036233824617,1,0,1
